genome	locus	family	cluster_type	provenance	functional_category	subsystem	redox_role	virulence_link
GCF_001953985.1	BKGPBK_03262	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03282	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_001953985.1	BKGPBK_03291	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03293	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03308	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_03331	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03386	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCF_001953985.1	BKGPBK_03402	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCF_001953985.1	BKGPBK_03450	SerA_dehydrogenase	4Fe-4S	core_validated	Amino acid metabolism	Serine biosynthesis (flagged non-FeS)	catalytic	
GCF_001953985.1	BKGPBK_03459	IPM_isomerase_LeuC	4Fe-4S	core_validated	Amino acid metabolism	Leucine biosynthesis	catalytic_4Fe4S	
GCF_001953985.1	BKGPBK_03548	Radical_SAM_RlmN	4Fe-4S	core_validated	rRNA modification	rRNA methylation (rlmN)	radical_catalysis	
GCF_001953985.1	BKGPBK_03554	IspG_HMBPP_synthase	4Fe-4S	core_validated	Isoprenoid biosynthesis	MEP pathway (ispG)	catalytic_4Fe4S	essential_MEP
GCF_001953985.1	BKGPBK_03628	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_001953985.1	BKGPBK_03631	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_001953985.1	BKGPBK_03685	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCF_001953985.1	BKGPBK_03774	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03820	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_03821	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_03832	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_03960	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_04112	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCF_001953985.1	BKGPBK_04246	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_001953985.1	BKGPBK_04247	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_001953985.1	BKGPBK_04260	Aconitase	4Fe-4S	core_validated	Central metabolism	TCA cycle (aconitase)	catalytic_4Fe4S	
GCF_001953985.1	BKGPBK_04365	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_001953985.1	BKGPBK_04527	Radical_SAM_PqqE	4Fe-4S	core_validated	Cofactor biosynthesis	PQQ biosynthesis	radical_catalysis	
GCF_001953985.1	BKGPBK_04659	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_04686	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_001953985.1	BKGPBK_04687	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_04748	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_001953985.1	BKGPBK_04803	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_04812	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_001953985.1	BKGPBK_04815	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_04888	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_001953985.1	BKGPBK_05044	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_001953985.1	BKGPBK_05080	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_05082	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_001953985.1	BKGPBK_05104	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_001953985.1	BKGPBK_05130	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_001953985.1	BKGPBK_05168	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_001953985.1	BKGPBK_05170	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_001953985.1	BKGPBK_05199	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_001953985.1	BKGPBK_05277	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_00040	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_00199	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_00307	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_00318	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_00498	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_00604	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_00674	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_00766	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCF_002013895.1	AHNBNF_00814	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_00917	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_00953	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_01000	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_01109	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_01261	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_01278	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_01457	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_01477	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_01478	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_01484	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_01585	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_01738	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_01806	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_01884	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_01904	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_01905	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_01972	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_02145	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCF_002013895.1	AHNBNF_02170	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCF_002013895.1	AHNBNF_02278	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_002013895.1	AHNBNF_02431	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_02451	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_02614	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_02620	IspG_HMBPP_synthase	4Fe-4S	core_validated	Isoprenoid biosynthesis	MEP pathway (ispG)	catalytic_4Fe4S	essential_MEP
GCF_002013895.1	AHNBNF_02749	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_02781	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCF_002013895.1	AHNBNF_02859	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_02893	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_02919	DNA_glycosylase_Nth	4Fe-4S	core_validated	DNA repair	Base excision repair (EndoIII)	DNA_repair	oxidative_stress_survival
GCF_002013895.1	AHNBNF_02928	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_03000	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_03246	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002013895.1	AHNBNF_03248	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_03249	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_002013895.1	AHNBNF_03294	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_03346	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_03371	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_03557	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_03800	Radical_SAM_BioB	4Fe-4S	core_validated	Cofactor biosynthesis	Biotin synthase	radical_catalysis	
GCF_002013895.1	AHNBNF_03865	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_002013895.1	AHNBNF_03866	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_002013895.1	AHNBNF_03989	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002013895.1	AHNBNF_04223	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_04227	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCF_002013895.1	AHNBNF_04282	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_04484	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_04787	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002013895.1	AHNBNF_04812	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_04843	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002013895.1	AHNBNF_04854	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_05024	Rieske_nitrite_reductase	2Fe-2S	core_validated	Nitrogen metabolism	Nitrite reduction	redox_catalysis	
GCF_002013895.1	AHNBNF_05037	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002013895.1	AHNBNF_05075	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00019	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCF_002086115.1	NBNMCA_00066	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00090	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00158	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_00326	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00353	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_00369	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00397	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_00496	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCF_002086115.1	NBNMCA_00600	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_00606	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_00795	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_00846	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_01063	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_01093	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_002086115.1	NBNMCA_01094	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_01096	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_01209	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_01261	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_01298	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCF_002086115.1	NBNMCA_01409	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_002086115.1	NBNMCA_01410	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_002086115.1	NBNMCA_01480	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_01513	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_01594	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_01850	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_01881	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_01929	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_01945	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_02004	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_02038	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_02046	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_02148	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_02335	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_02430	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_02751	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_02981	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_03055	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_03087	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_03088	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_03203	IspG_HMBPP_synthase	4Fe-4S	core_validated	Isoprenoid biosynthesis	MEP pathway (ispG)	catalytic_4Fe4S	essential_MEP
GCF_002086115.1	NBNMCA_03280	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_03385	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_03457	Rieske_QcrA	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (cytochrome bc1, QcrA)	electron_transport	essential_respiration
GCF_002086115.1	NBNMCA_03483	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_03618	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_03743	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCF_002086115.1	NBNMCA_03838	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_03860	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_03861	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_03953	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_03977	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCF_002086115.1	NBNMCA_03992	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_04006	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_04054	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_04082	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04089	Rieske_nitrite_reductase	2Fe-2S	core_validated	Nitrogen metabolism	Nitrite reduction	redox_catalysis	
GCF_002086115.1	NBNMCA_04230	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_04240	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_002086115.1	NBNMCA_04301	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_04315	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04326	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04336	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04538	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04604	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_002086115.1	NBNMCA_04648	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_04843	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_04878	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_04892	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_04921	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_002086115.1	NBNMCA_04952	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_04998	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_05055	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_05081	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_05101	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_05119	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_05135	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_002086115.1	NBNMCA_05137	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_002086115.1	NBNMCA_05141	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_002086115.1	NBNMCA_05143	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_002086115.1	NBNMCA_05149	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
