shared name	genome_locus	family	cluster_type	provenance
zzz1282	GCF_010731895.1|POJAMD_03994	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1283	GCF_010731895.1|POJAMD_04268	Rieske	2Fe-2S	core_validated
zzz1284	GCF_010731895.1|POJAMD_05145	Radical_SAM	4Fe-4S	core_validated
zzz1285	GCF_010731895.1|POJAMD_05725	Molybdoenzyme	4Fe-4S	core_validated
zzz1286	GCF_010731895.1|POJAMD_05771	WhiB	4Fe-4S	core_validated
zzz1287	GCF_011758805.1|IFNIIB_00255	Rieske	2Fe-2S	core_validated
zzz1288	GCF_011758805.1|IFNIIB_00276	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1289	GCF_011758805.1|IFNIIB_00825	WhiB	4Fe-4S	core_validated
zzz1290	GCF_011758805.1|IFNIIB_00829	WhiB	4Fe-4S	core_validated
zzz1291	GCF_011758805.1|IFNIIB_01481	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1292	GCF_011758805.1|IFNIIB_02085	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1293	GCF_011758805.1|IFNIIB_03180	Rieske	2Fe-2S	core_validated
zzz1294	GCF_011758805.1|IFNIIB_03208	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1295	GCF_011758805.1|IFNIIB_03232	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1296	GCF_011758805.1|IFNIIB_03276	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1297	GCF_011758805.1|IFNIIB_04249	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1298	GCF_011758805.1|IFNIIB_05785	Rieske	2Fe-2S	core_validated
zzz1299	GCF_011758805.1|IFNIIB_05998	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1300	GCF_013404075.1|LOBABH_01295	Radical_SAM	4Fe-4S	core_validated
zzz1301	GCF_013404075.1|LOBABH_01838	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1302	GCF_013404075.1|LOBABH_05848	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1303	GCF_013404075.1|LOBABH_06175	Rieske	2Fe-2S	core_validated
zzz1304	GCF_013404075.1|LOBABH_06604	Molybdoenzyme	4Fe-4S	core_validated
zzz1305	GCF_013404075.1|LOBABH_06605	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1306	GCF_013404075.1|LOBABH_06710	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1307	GCF_013466425.1|AHFPND_00094	Rieske	2Fe-2S	core_validated
zzz1308	GCF_013466425.1|AHFPND_00495	Rieske	2Fe-2S	core_validated
zzz1309	GCF_013466425.1|AHFPND_00726	Rieske	2Fe-2S	core_validated
zzz1310	GCF_013466425.1|AHFPND_01193	Rieske	2Fe-2S	core_validated
zzz1311	GCF_013466425.1|AHFPND_01477	Rieske	2Fe-2S	core_validated
zzz1312	GCF_013466425.1|AHFPND_02079	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1313	GCF_013466425.1|AHFPND_02101	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1314	GCF_013466425.1|AHFPND_04032	WhiB	4Fe-4S	core_validated
zzz1315	GCF_013466425.1|AHFPND_04200	Rieske	2Fe-2S	core_validated
zzz1316	GCF_013466425.1|AHFPND_04281	Rieske	2Fe-2S	core_validated
zzz1317	GCF_013466425.1|AHFPND_04424	Rieske	2Fe-2S	core_validated
zzz1318	GCF_013466425.1|AHFPND_04428	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1319	GCF_014190915.1|PCKOJD_00065	FeS_reductase_CCG	4Fe-4S	core_validated
zzz1320	GCF_014190915.1|PCKOJD_01192	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1321	GCF_014190915.1|PCKOJD_01703	WhiB	4Fe-4S	core_validated
zzz1322	GCF_014190915.1|PCKOJD_03339	Rieske	2Fe-2S	core_validated
zzz1323	GCF_014190915.1|PCKOJD_03778	Radical_SAM	4Fe-4S	core_validated
zzz1324	GCF_014190915.1|PCKOJD_04262	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1325	GCF_014190915.1|PCKOJD_04292	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1326	GCF_014190915.1|PCKOJD_04356	Molybdoenzyme	4Fe-4S	core_validated
zzz1327	GCF_014190915.1|PCKOJD_04731	Rieske	2Fe-2S	core_validated
zzz1328	GCF_014218295.1|IDADAL_00677	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1329	GCF_014218295.1|IDADAL_01122	Rieske	2Fe-2S	core_validated
zzz1330	GCF_014218295.1|IDADAL_04266	WhiB	4Fe-4S	core_validated
zzz1331	GCF_014218295.1|IDADAL_04489	Radical_SAM_MoaA	4Fe-4S	core_validated
zzz1332	GCF_015689175.1|EAAAAP_00166	Molybdoenzyme	4Fe-4S	core_validated
zzz1333	GCF_015689175.1|EAAAAP_00709	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1334	GCF_015689175.1|EAAAAP_03386	Radical_SAM	4Fe-4S	core_validated
zzz1335	GCF_015710575.1|ONNJCM_00082	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1336	GCF_015710575.1|ONNJCM_00226	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1337	GCF_015710575.1|ONNJCM_00290	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1338	GCF_015710575.1|ONNJCM_01161	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1339	GCF_015710575.1|ONNJCM_01416	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1340	GCF_015710575.1|ONNJCM_02302	Rieske	2Fe-2S	core_validated
zzz1341	GCF_015710575.1|ONNJCM_02447	Rieske	2Fe-2S	core_validated
zzz1342	GCF_015710575.1|ONNJCM_02593	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1343	GCF_015710575.1|ONNJCM_02697	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1344	GCF_015710575.1|ONNJCM_03065	Rieske	2Fe-2S	core_validated
zzz1345	GCF_015710575.1|ONNJCM_03218	Molybdoenzyme	4Fe-4S	core_validated
zzz1346	GCF_015710575.1|ONNJCM_03544	Rieske	2Fe-2S	core_validated
zzz1347	GCF_015710575.1|ONNJCM_03817	Radical_SAM	4Fe-4S	core_validated
zzz1348	GCF_015710575.1|ONNJCM_03865	Rieske	2Fe-2S	core_validated
zzz1349	GCF_015710575.1|ONNJCM_03866	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1350	GCF_016313185.1|FCBILM_00398	Molybdoenzyme	4Fe-4S	core_validated
zzz1351	GCF_016313185.1|FCBILM_04217	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1352	GCF_016313185.1|FCBILM_05798	Rieske	2Fe-2S	core_validated
zzz1353	GCF_016313185.1|FCBILM_05800	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1354	GCF_016592155.1|HNAFID_00518	Molybdoenzyme	4Fe-4S	core_validated
zzz1355	GCF_016592155.1|HNAFID_00899	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1356	GCF_016592155.1|HNAFID_03182	Rieske	2Fe-2S	core_validated
zzz1357	GCF_016592155.1|HNAFID_04405	Rieske	2Fe-2S	core_validated
zzz1358	GCF_016767715.1|PLPCGJ_00986	WhiB	4Fe-4S	core_validated
zzz1359	GCF_016767715.1|PLPCGJ_04424	WhiB	4Fe-4S	core_validated
zzz1360	GCF_017086405.1|LIIGCJ_00157	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1361	GCF_017086405.1|LIIGCJ_00284	Rieske	2Fe-2S	core_validated
zzz1362	GCF_017086405.1|LIIGCJ_01110	Rieske	2Fe-2S	core_validated
zzz1363	GCF_017086405.1|LIIGCJ_02368	WhiB	4Fe-4S	core_validated
zzz1364	GCF_017086405.1|LIIGCJ_03108	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1365	GCF_017086405.1|LIIGCJ_04005	Rieske	2Fe-2S	core_validated
zzz1366	GCF_017086405.1|LIIGCJ_04798	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1367	GCF_017086405.1|LIIGCJ_05077	WhiB	4Fe-4S	core_validated
zzz1368	GCF_017086405.1|LIIGCJ_06242	WhiB	4Fe-4S	core_validated
zzz1369	GCF_017086405.1|LIIGCJ_06326	WhiB	4Fe-4S	core_validated
zzz1370	GCF_017876775.1|NANFIJ_00418	WhiB	4Fe-4S	core_validated
zzz1371	GCF_017876775.1|NANFIJ_03346	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1372	GCF_017876775.1|NANFIJ_04858	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1373	GCF_017876775.1|NANFIJ_06218	WhiB	4Fe-4S	core_validated
zzz1374	GCF_018278905.1|NNNEPJ_00198	Rieske	2Fe-2S	core_validated
zzz1375	GCF_018278905.1|NNNEPJ_01244	Rieske	2Fe-2S	core_validated
zzz1376	GCF_018278905.1|NNNEPJ_01746	Rieske	2Fe-2S	core_validated
zzz1377	GCF_018278905.1|NNNEPJ_02558	Rieske	2Fe-2S	core_validated
zzz1378	GCF_018278905.1|NNNEPJ_02561	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1379	GCF_018278905.1|NNNEPJ_02641	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1380	GCF_018278905.1|NNNEPJ_02980	Radical_SAM	4Fe-4S	core_validated
zzz1381	GCF_018278905.1|NNNEPJ_02981	Molybdoenzyme	4Fe-4S	core_validated
zzz1382	GCF_018278905.1|NNNEPJ_03509	FadH_dienoyl_CoA	4Fe-4S	core_validated
zzz1383	GCF_018278905.1|NNNEPJ_03885	Radical_SAM_MoaA	4Fe-4S	core_validated
zzz1384	GCF_018455725.1|IGMAAI_00508	WhiB	4Fe-4S	core_validated
zzz1385	GCF_018455725.1|IGMAAI_00581	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1386	GCF_018455725.1|IGMAAI_00583	Rieske	2Fe-2S	core_validated
zzz1387	GCF_018455725.1|IGMAAI_00666	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1388	GCF_018455725.1|IGMAAI_00718	WhiB	4Fe-4S	core_validated
zzz1389	GCF_018455725.1|IGMAAI_01577	Molybdoenzyme	4Fe-4S	core_validated
zzz1390	GCF_018455725.1|IGMAAI_01673	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1391	GCF_018455725.1|IGMAAI_02095	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1392	GCF_018455725.1|IGMAAI_02104	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1393	GCF_018455725.1|IGMAAI_02624	WhiB	4Fe-4S	core_validated
zzz1394	GCF_018455725.1|IGMAAI_02732	Rieske	2Fe-2S	core_validated
zzz1395	GCF_019050325.1|CDMFHE_00736	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1396	GCF_019050325.1|CDMFHE_03353	FeS_reductase_CCG	4Fe-4S	core_validated
zzz1397	GCF_019050325.1|CDMFHE_04471	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1398	GCF_019050325.1|CDMFHE_04557	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1399	GCF_019050325.1|CDMFHE_04792	WhiB	4Fe-4S	core_validated
zzz1400	GCF_019050325.1|CDMFHE_04914	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1401	GCF_019456655.1|KBNBID_00532	WhiB	4Fe-4S	core_validated
zzz1402	GCF_019456655.1|KBNBID_02452	Rieske	2Fe-2S	core_validated
zzz1403	GCF_019456655.1|KBNBID_03817	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1404	GCF_019456655.1|KBNBID_05650	Rieske	2Fe-2S	core_validated
zzz1405	GCF_019456655.1|KBNBID_05712	Rieske	2Fe-2S	core_validated
zzz1406	GCF_019645815.1|ENBPPI_04356	WhiB	4Fe-4S	core_validated
zzz1407	GCF_019645835.1|CPCJMP_00108	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1408	GCF_019645835.1|CPCJMP_00600	WhiB	4Fe-4S	core_validated
zzz1409	GCF_019645835.1|CPCJMP_01557	WhiB	4Fe-4S	core_validated
zzz1410	GCF_019645835.1|CPCJMP_01828	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1411	GCF_019645835.1|CPCJMP_02938	Molybdoenzyme	4Fe-4S	core_validated
zzz1412	GCF_019645835.1|CPCJMP_03808	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1413	GCF_019645835.1|CPCJMP_04120	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1414	GCF_019645835.1|CPCJMP_04192	Molybdoenzyme	4Fe-4S	core_validated
zzz1415	GCF_019645835.1|CPCJMP_04329	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1416	GCF_019645835.1|CPCJMP_04354	Rieske	2Fe-2S	core_validated
zzz1417	GCF_019645835.1|CPCJMP_04356	Rieske	2Fe-2S	core_validated
zzz1418	GCF_019645835.1|CPCJMP_05228	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1419	GCF_019645835.1|CPCJMP_05263	Molybdoenzyme	4Fe-4S	core_validated
zzz1420	GCF_019645835.1|CPCJMP_05286	Molybdoenzyme	4Fe-4S	core_validated
zzz1421	GCF_019645835.1|CPCJMP_05307	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1422	GCF_019645835.1|CPCJMP_05308	Molybdoenzyme	4Fe-4S	core_validated
zzz1423	GCF_019645855.1|JDOABP_01230	WhiB	4Fe-4S	core_validated
zzz1424	GCF_019645855.1|JDOABP_01265	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1425	GCF_019645855.1|JDOABP_01545	Radical_SAM	4Fe-4S	core_validated
zzz1426	GCF_019645875.1|MOMFEM_00380	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1427	GCF_019645875.1|MOMFEM_00392	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1428	GCF_019645875.1|MOMFEM_00749	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1429	GCF_019645875.1|MOMFEM_01931	Rieske	2Fe-2S	core_validated
zzz1430	GCF_019645875.1|MOMFEM_02585	Rieske	2Fe-2S	core_validated
zzz1431	GCF_019645875.1|MOMFEM_05189	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1432	GCF_019668465.1|KJMJAF_01810	Rieske	2Fe-2S	core_validated
zzz1433	GCF_019668465.1|KJMJAF_01828	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1434	GCF_019668465.1|KJMJAF_04464	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1435	GCF_019710635.1|LDIGOD_00007	Rieske	2Fe-2S	core_validated
zzz1436	GCF_019710635.1|LDIGOD_00721	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1437	GCF_019710635.1|LDIGOD_00767	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1438	GCF_019710635.1|LDIGOD_02810	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1439	GCF_019710635.1|LDIGOD_03035	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1440	GCF_019710635.1|LDIGOD_03060	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1441	GCF_019710635.1|LDIGOD_03626	Radical_SAM	4Fe-4S	core_validated
zzz1442	GCF_019710635.1|LDIGOD_04363	Molybdoenzyme	4Fe-4S	core_validated
zzz1443	GCF_019710635.1|LDIGOD_04578	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1444	GCF_019710635.1|LDIGOD_04730	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1445	GCF_020172685.2|JONEIG_00508	Molybdoenzyme	4Fe-4S	core_validated
zzz1446	GCF_020172685.2|JONEIG_00898	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1447	GCF_020172685.2|JONEIG_01878	WhiB	4Fe-4S	core_validated
zzz1448	GCF_020172685.2|JONEIG_01963	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1449	GCF_020172685.2|JONEIG_01969	Molybdoenzyme	4Fe-4S	core_validated
zzz1450	GCF_020172685.2|JONEIG_01998	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1451	GCF_020172685.2|JONEIG_03053	Rieske_steroid_oxygenase	2Fe-2S	core_validated
zzz1452	GCF_020172685.2|JONEIG_05324	WhiB	4Fe-4S	core_validated
zzz1453	GCF_020181595.2|JIIGLL_00349	Radical_SAM	4Fe-4S	core_validated
zzz1454	GCF_020181595.2|JIIGLL_03201	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1455	GCF_020181595.2|JIIGLL_03223	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1456	GCF_020181595.2|JIIGLL_03297	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1457	GCF_020181595.2|JIIGLL_04290	Rieske	2Fe-2S	core_validated
zzz1458	GCF_020181615.2|NMABNL_02259	Molybdoenzyme	4Fe-4S	core_validated
zzz1459	GCF_020181615.2|NMABNL_02758	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1460	GCF_020181615.2|NMABNL_02761	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1461	GCF_020181615.2|NMABNL_03354	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1462	GCF_020181615.2|NMABNL_03497	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1463	GCF_020181635.2|DNCECO_03976	WhiB	4Fe-4S	core_validated
zzz1464	GCF_021916785.1|MCMLFI_00157	Molybdoenzyme	4Fe-4S	core_validated
zzz1465	GCF_021916785.1|MCMLFI_00332	Rieske	2Fe-2S	core_validated
zzz1466	GCF_021916785.1|MCMLFI_00732	WhiB	4Fe-4S	core_validated
zzz1467	GCF_021916785.1|MCMLFI_01131	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1468	GCF_021916785.1|MCMLFI_03631	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1469	GCF_021916785.1|MCMLFI_03758	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1470	GCF_021916785.1|MCMLFI_04989	Molybdoenzyme	4Fe-4S	core_validated
zzz1471	GCF_022179545.1|LNKPKO_01172	WhiB	4Fe-4S	core_validated
zzz1472	GCF_022179545.1|LNKPKO_03117	WhiB	4Fe-4S	core_validated
zzz1473	GCF_022179545.1|LNKPKO_04827	Rieske	2Fe-2S	core_validated
zzz1474	GCF_022370635.2|CDHDNE_00105	Rieske	2Fe-2S	core_validated
zzz1475	GCF_022370635.2|CDHDNE_02367	Molybdoenzyme	4Fe-4S	core_validated
zzz1476	GCF_022370635.2|CDHDNE_04590	Molybdoenzyme	4Fe-4S	core_validated
zzz1477	GCF_022370635.2|CDHDNE_05950	WhiB	4Fe-4S	core_validated
zzz1478	GCF_022370755.2|GOFADG_03409	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1479	GCF_022370755.2|GOFADG_03723	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1480	GCF_022370755.2|GOFADG_03724	Rieske	2Fe-2S	core_validated
zzz1481	GCF_022370755.2|GOFADG_03963	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1482	GCF_022370755.2|GOFADG_06375	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1483	GCF_022370835.2|JOFGAD_01545	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1484	GCF_022370835.2|JOFGAD_02196	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1485	GCF_022370835.2|JOFGAD_02229	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1486	GCF_022370835.2|JOFGAD_02306	WhiB	4Fe-4S	core_validated
zzz1487	GCF_022370835.2|JOFGAD_03517	Rieske_nitrite_reductase	2Fe-2S	core_validated
zzz1488	GCF_022374875.2|LGEDAF_00884	Molybdoenzyme	4Fe-4S	core_validated
zzz1489	GCF_022374875.2|LGEDAF_00986	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1490	GCF_022374875.2|LGEDAF_01331	Rieske	2Fe-2S	core_validated
zzz1491	GCF_022374875.2|LGEDAF_04631	Molybdoenzyme	4Fe-4S	core_validated
zzz1492	GCF_022374875.2|LGEDAF_05161	Rieske	2Fe-2S	core_validated
zzz1493	GCF_022374875.2|LGEDAF_05706	WhiB	4Fe-4S	core_validated
zzz1494	GCF_022374895.2|JNBBNF_02708	Rieske	2Fe-2S	core_validated
zzz1495	GCF_022374895.2|JNBBNF_02911	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1496	GCF_022374895.2|JNBBNF_02996	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1497	GCF_022374895.2|JNBBNF_03028	Rieske	2Fe-2S	core_validated
zzz1498	GCF_022374895.2|JNBBNF_04534	Rieske	2Fe-2S	core_validated
zzz1499	GCF_022374895.2|JNBBNF_05721	WhiB	4Fe-4S	core_validated
zzz1500	GCF_022374935.2|GILIHO_03147	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1501	GCF_022374935.2|GILIHO_03495	Rieske	2Fe-2S	core_validated
zzz1502	GCF_022374935.2|GILIHO_03793	Rieske_steroid_oxygenase	2Fe-2S	core_validated
zzz1503	GCF_022374935.2|GILIHO_03936	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1504	GCF_022374935.2|GILIHO_04058	Molybdoenzyme	4Fe-4S	core_validated
zzz1505	GCF_022374935.2|GILIHO_04166	Molybdoenzyme	4Fe-4S	core_validated
zzz1506	GCF_022430545.2|DNJKPB_00921	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1507	GCF_022430545.2|DNJKPB_01091	Rieske	2Fe-2S	core_validated
zzz1508	GCF_022430545.2|DNJKPB_01869	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1509	GCF_022430545.2|DNJKPB_01921	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1510	GCF_022430545.2|DNJKPB_03323	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1511	GCF_022430545.2|DNJKPB_04727	WhiB	4Fe-4S	core_validated
zzz1512	GCF_022760805.1|LGPIDM_00220	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1513	GCF_022760805.1|LGPIDM_00226	Radical_SAM	4Fe-4S	core_validated
zzz1514	GCF_022760805.1|LGPIDM_00616	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1515	GCF_022760805.1|LGPIDM_02573	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1516	GCF_022760805.1|LGPIDM_02717	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1517	GCF_022760805.1|LGPIDM_02896	Molybdoenzyme	4Fe-4S	core_validated
zzz1518	GCF_022760805.1|LGPIDM_03250	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1519	GCF_022760805.1|LGPIDM_03307	Rieske	2Fe-2S	core_validated
zzz1520	GCF_022760805.1|LGPIDM_03345	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1521	GCF_022760805.1|LGPIDM_03582	Rieske	2Fe-2S	core_validated
zzz1522	GCF_024320865.1|NKMBNJ_00033	Molybdoenzyme	4Fe-4S	core_validated
zzz1523	GCF_024320865.1|NKMBNJ_00283	Rieske	2Fe-2S	core_validated
zzz1524	GCF_024320865.1|NKMBNJ_00778	Rieske	2Fe-2S	core_validated
zzz1525	GCF_024320865.1|NKMBNJ_00957	Molybdoenzyme	4Fe-4S	core_validated
zzz1526	GCF_024320865.1|NKMBNJ_01264	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1527	GCF_024320865.1|NKMBNJ_02282	WhiB	4Fe-4S	core_validated
zzz1528	GCF_024320865.1|NKMBNJ_03670	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1529	GCF_024320865.1|NKMBNJ_04513	WhiB	4Fe-4S	core_validated
zzz1530	GCF_024320865.1|NKMBNJ_04595	Rieske	2Fe-2S	core_validated
zzz1531	GCF_024320865.1|NKMBNJ_04596	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1532	GCF_024320865.1|NKMBNJ_05050	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1533	GCF_024320865.1|NKMBNJ_05117	Radical_SAM	4Fe-4S	core_validated
zzz1534	GCF_024320865.1|NKMBNJ_05171	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1535	GCF_024320865.1|NKMBNJ_06075	WhiB	4Fe-4S	core_validated
zzz1536	GCF_025215495.1|MDOFJC_00157	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1537	GCF_025215495.1|MDOFJC_00266	Rieske	2Fe-2S	core_validated
zzz1538	GCF_025215495.1|MDOFJC_00557	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1539	GCF_025215495.1|MDOFJC_00628	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated
zzz1540	GCF_025215495.1|MDOFJC_00882	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1541	GCF_025215495.1|MDOFJC_01217	WhiB	4Fe-4S	core_validated
zzz1542	GCF_025215495.1|MDOFJC_02363	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1543	GCF_025215495.1|MDOFJC_03057	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1544	GCF_025215495.1|MDOFJC_03150	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1545	GCF_025215495.1|MDOFJC_03153	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1546	GCF_025331195.1|HFGOFB_00011	WhiB	4Fe-4S	core_validated
zzz1547	GCF_025331195.1|HFGOFB_00157	WhiB	4Fe-4S	core_validated
zzz1548	GCF_025331195.1|HFGOFB_00264	WhiB	4Fe-4S	core_validated
zzz1549	GCF_025331195.1|HFGOFB_01621	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1550	GCF_025331195.1|HFGOFB_01639	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1551	GCF_025331195.1|HFGOFB_01798	Radical_SAM	4Fe-4S	core_validated
zzz1552	GCF_025331195.1|HFGOFB_01816	Radical_SAM	4Fe-4S	core_validated
zzz1553	GCF_025331195.1|HFGOFB_04162	Rieske	2Fe-2S	core_validated
zzz1554	GCF_025331195.1|HFGOFB_04808	Molybdoenzyme	4Fe-4S	core_validated
zzz1555	GCF_025331195.1|HFGOFB_04881	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1556	GCF_025331195.1|HFGOFB_05241	Molybdoenzyme	4Fe-4S	core_validated
zzz1557	GCF_025331195.1|HFGOFB_05508	WhiB	4Fe-4S	core_validated
zzz1558	GCF_025345615.1|LNJHBD_00411	Rieske	2Fe-2S	core_validated
zzz1559	GCF_025345615.1|LNJHBD_01225	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1560	GCF_025345615.1|LNJHBD_02764	Rieske	2Fe-2S	core_validated
zzz1561	GCF_025345615.1|LNJHBD_02786	Rieske	2Fe-2S	core_validated
zzz1562	GCF_025345615.1|LNJHBD_03183	Glutamate_synthase	3Fe-4S	core_validated
zzz1563	GCF_025345615.1|LNJHBD_03650	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1564	GCF_025345615.1|LNJHBD_04274	Rieske	2Fe-2S	core_validated
zzz1565	GCF_025345615.1|LNJHBD_05224	Rieske	2Fe-2S	core_validated
