node_id	fine_family	super_family
GCF_001044235.1|DCGJCM_05585	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001044235.1|DCGJCM_07162	Molybdoenzyme	Molybdoenzyme
GCF_001044255.1|IBGPNK_02224	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001044255.1|IBGPNK_03733	Rieske	Rieske
GCF_001053185.1|INHAJA_00124	Molybdoenzyme	Molybdoenzyme
GCF_001053185.1|INHAJA_03734	WhiB	WhiB
GCF_001053185.1|INHAJA_03847	WhiB	WhiB
GCF_001053185.1|INHAJA_03964	SerA_dehydrogenase	SerA_dehydrogenase
GCF_001053185.1|INHAJA_04327	WhiB	WhiB
GCF_001053185.1|INHAJA_04799	FeS_reductase_CCG	FeS_reductase_CCG
GCF_001187505.1|ALANJM_01039	Rieske	Rieske
GCF_001187505.1|ALANJM_01145	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001187505.1|ALANJM_01804	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001187505.1|ALANJM_04048	Rieske	Rieske
GCF_001187505.1|ALANJM_04083	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001187505.1|ALANJM_04091	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001187505.1|ALANJM_04635	Serine_dehydratase	Serine_dehydratase
GCF_001187505.1|ALANJM_05318	Rieske	Rieske
GCF_001187505.1|ALANJM_05462	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001187505.1|ALANJM_05543	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001187505.1|ALANJM_05823	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001245615.1|CJBJLN_00241	WhiB	WhiB
GCF_001245615.1|CJBJLN_01902	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001245615.1|CJBJLN_02185	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001245615.1|CJBJLN_02715	Rieske	Rieske
GCF_001245615.1|CJBJLN_02716	Rieske	Rieske
GCF_001245615.1|CJBJLN_02728	Rieske	Rieske
GCF_001245615.1|CJBJLN_02841	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001456355.1|BBMGNI_02712	DNA_glycosylase	DNA_glycosylase
GCF_001456355.1|BBMGNI_03214	WhiB	WhiB
GCF_001456355.1|BBMGNI_04129	Molybdoenzyme	Molybdoenzyme
GCF_001457595.1|OEONDH_00612	Rieske	Rieske
GCF_001457595.1|OEONDH_00614	Molybdoenzyme	Molybdoenzyme
GCF_001457595.1|OEONDH_00685	Rieske	Rieske
GCF_001457595.1|OEONDH_00920	DUF779_FeS_candidate	DUF779_FeS_candidate
GCF_001457595.1|OEONDH_01374	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001457595.1|OEONDH_01959	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001457595.1|OEONDH_02315	Rieske	Rieske
GCF_001457595.1|OEONDH_02383	Rieske	Rieske
GCF_001457595.1|OEONDH_03872	CobG_precorrin	CobG_precorrin
GCF_001457595.1|OEONDH_04012	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001457595.1|OEONDH_04282	Rieske	Rieske
GCF_001457595.1|OEONDH_04530	Molybdoenzyme	Molybdoenzyme
GCF_001457595.1|OEONDH_04929	Radical_SAM	Radical_SAM
GCF_001552715.1|MNPEKJ_00176	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001552715.1|MNPEKJ_01243	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001552715.1|MNPEKJ_02602	Rieske	Rieske
GCF_001552715.1|MNPEKJ_02671	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001552715.1|MNPEKJ_03236	Rieske	Rieske
GCF_001552715.1|MNPEKJ_03486	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001552715.1|MNPEKJ_03614	Rieske	Rieske
GCF_001552715.1|MNPEKJ_04306	WhiB	WhiB
GCF_001552715.1|MNPEKJ_04353	Rieske	Rieske
GCF_001552715.1|MNPEKJ_04384	Rieske	Rieske
GCF_001552715.1|MNPEKJ_04705	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_01529	Rieske	Rieske
GCF_001570425.1|CKAEME_01602	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_02576	Rieske	Rieske
GCF_001570425.1|CKAEME_02577	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_03247	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001570425.1|CKAEME_03458	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_03855	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_03992	Molybdoenzyme	Molybdoenzyme
GCF_001570425.1|CKAEME_04100	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_04107	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_05252	Rieske	Rieske
GCF_001570425.1|CKAEME_05800	Rieske	Rieske
GCF_001570425.1|CKAEME_05855	DNA_glycosylase	DNA_glycosylase
GCF_001570425.1|CKAEME_05862	Rieske	Rieske
GCF_001570425.1|CKAEME_05987	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001570425.1|CKAEME_06629	Rieske	Rieske
GCF_001570425.1|CKAEME_06796	WhiB	WhiB
GCF_001570425.1|CKAEME_06803	WhiB	WhiB
GCF_001570485.1|BKBIJO_00702	Rieske	Rieske
GCF_001570485.1|BKBIJO_00829	WhiB	WhiB
GCF_001570485.1|BKBIJO_02125	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001570485.1|BKBIJO_03543	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001570485.1|BKBIJO_04022	Nitrite_sulfite_reductase	Nitrite_sulfite_reductase
GCF_001570485.1|BKBIJO_04077	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001570485.1|BKBIJO_04628	WhiB	WhiB
GCF_001570485.1|BKBIJO_06017	DNA_glycosylase	DNA_glycosylase
GCF_001583415.1|BOCLHF_00037	WhiB	WhiB
GCF_001583415.1|BOCLHF_01542	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001583415.1|BOCLHF_02636	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001583415.1|BOCLHF_03445	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001583415.1|BOCLHF_03755	Molybdoenzyme	Molybdoenzyme
GCF_001583415.1|BOCLHF_03966	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001583415.1|BOCLHF_04009	DNA_glycosylase	DNA_glycosylase
GCF_001583415.1|BOCLHF_04165	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001583415.1|BOCLHF_04548	Rieske	Rieske
GCF_001583415.1|BOCLHF_04901	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001583415.1|BOCLHF_05070	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001583415.1|BOCLHF_05158	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001605725.1|HPJGBF_00032	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001605725.1|HPJGBF_01455	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001605725.1|HPJGBF_02334	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001605725.1|HPJGBF_02760	Molybdoenzyme	Molybdoenzyme
GCF_001605725.1|HPJGBF_02773	WhiB	WhiB
GCF_001605725.1|HPJGBF_02790	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001605725.1|HPJGBF_02817	Rieske	Rieske
GCF_001605725.1|HPJGBF_03963	WhiB	WhiB
GCF_001605725.1|HPJGBF_04380	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001605725.1|HPJGBF_05307	Rieske	Rieske
GCF_001605725.1|HPJGBF_05512	DNA_glycosylase	DNA_glycosylase
GCF_001632805.1|MLDLNG_00529	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001632805.1|MLDLNG_00647	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001632805.1|MLDLNG_01631	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001632805.1|MLDLNG_02384	Molybdoenzyme	Molybdoenzyme
GCF_001632805.1|MLDLNG_04419	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001632805.1|MLDLNG_04787	WhiB	WhiB
GCF_001644575.1|FPBHFA_00361	Rieske	Rieske
GCF_001644575.1|FPBHFA_00450	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001644575.1|FPBHFA_03459	Rieske	Rieske
GCF_001644575.1|FPBHFA_05451	Molybdoenzyme	Molybdoenzyme
GCF_001644575.1|FPBHFA_05543	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001644575.1|FPBHFA_05694	WhiB	WhiB
GCF_001650495.1|CGIDCJ_00351	WhiB	WhiB
GCF_001650495.1|CGIDCJ_00434	DNA_glycosylase_Nth	DNA_glycosylase
GCF_001650495.1|CGIDCJ_02003	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001650495.1|CGIDCJ_02426	Molybdoenzyme	Molybdoenzyme
GCF_001650495.1|CGIDCJ_02618	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001650495.1|CGIDCJ_04017	WhiB	WhiB
GCF_001650495.1|CGIDCJ_04707	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001665625.1|OKCIML_01376	WhiB	WhiB
GCF_001665625.1|OKCIML_01662	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001665625.1|OKCIML_02404	Molybdoenzyme	Molybdoenzyme
GCF_001665625.1|OKCIML_02413	Molybdoenzyme	Molybdoenzyme
GCF_001665625.1|OKCIML_04287	Radical_SAM	Radical_SAM
GCF_001665625.1|OKCIML_04692	WhiB	WhiB
GCF_001665625.1|OKCIML_06322	Molybdoenzyme	Molybdoenzyme
GCF_001665785.1|MHBALB_00731	Rieske	Rieske
GCF_001665785.1|MHBALB_00742	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001665785.1|MHBALB_01492	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001665785.1|MHBALB_04175	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001665835.1|NDOAKG_00325	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001665835.1|NDOAKG_00649	Rieske	Rieske
GCF_001665835.1|NDOAKG_03940	Rieske	Rieske
GCF_001667375.1|HGMFCB_00563	Rieske	Rieske
GCF_001667375.1|HGMFCB_01125	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667375.1|HGMFCB_01326	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667375.1|HGMFCB_01373	Rieske	Rieske
GCF_001667375.1|HGMFCB_03156	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667375.1|HGMFCB_03341	Molybdoenzyme	Molybdoenzyme
GCF_001667375.1|HGMFCB_03659	Rieske	Rieske
GCF_001667375.1|HGMFCB_03931	Rieske	Rieske
GCF_001667375.1|HGMFCB_04268	Rieske_nitrite_reductase	Rieske
GCF_001667865.1|LJAEFC_00909	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667865.1|LJAEFC_03191	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667865.1|LJAEFC_03434	DNA_glycosylase	DNA_glycosylase
GCF_001667865.1|LJAEFC_03435	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667865.1|LJAEFC_03799	Rieske	Rieske
GCF_001667865.1|LJAEFC_04616	WhiB	WhiB
GCF_001667865.1|LJAEFC_04861	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667885.1|NGFEGH_00795	Rieske	Rieske
GCF_001667885.1|NGFEGH_02140	Rieske	Rieske
GCF_001667885.1|NGFEGH_02142	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667945.1|HHAMHG_00906	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001667945.1|HHAMHG_01222	SUF_biogenesis	SUF_biogenesis
GCF_001668675.1|PNGEAO_02729	WhiB	WhiB
GCF_001668675.1|PNGEAO_04855	Rieske	Rieske
GCF_001668675.1|PNGEAO_04864	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001672755.1|FPKMJK_00133	WhiB	WhiB
GCF_001672755.1|FPKMJK_02102	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001672775.1|LDEEOP_00284	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001672775.1|LDEEOP_00808	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001672775.1|LDEEOP_01302	Rieske_nitrite_reductase	Rieske
GCF_001672775.1|LDEEOP_03700	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001672775.1|LDEEOP_04146	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001673315.1|ONCIFP_01797	Rieske	Rieske
GCF_001673315.1|ONCIFP_03572	Rieske	Rieske
GCF_001673315.1|ONCIFP_05011	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001673365.1|PGMNKO_00088	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001673365.1|PGMNKO_00366	WhiB	WhiB
GCF_001673365.1|PGMNKO_00536	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001673365.1|PGMNKO_00674	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001673365.1|PGMNKO_02625	Radical_SAM	Radical_SAM
GCF_001673365.1|PGMNKO_02806	DNA_glycosylase	DNA_glycosylase
GCF_001673565.1|CNFBCG_00356	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001673565.1|CNFBCG_01088	Radical_SAM	Radical_SAM
GCF_001673565.1|CNFBCG_01808	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001673565.1|CNFBCG_03188	Molybdoenzyme	Molybdoenzyme
GCF_001673635.1|ADIOOH_02402	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001673635.1|ADIOOH_02528	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001673635.1|ADIOOH_02556	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001907675.1|LCHIAB_00152	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001907675.1|LCHIAB_00186	Rieske	Rieske
GCF_001907675.1|LCHIAB_00248	Rieske_steroid_oxygenase	Rieske
GCF_001907675.1|LCHIAB_00264	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001907675.1|LCHIAB_00269	Molybdoenzyme	Molybdoenzyme
GCF_001907675.1|LCHIAB_00344	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001907675.1|LCHIAB_01112	Rieske	Rieske
GCF_001907675.1|LCHIAB_01113	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001907675.1|LCHIAB_02664	Rieske	Rieske
GCF_001907675.1|LCHIAB_03688	DNA_glycosylase	DNA_glycosylase
GCF_001907675.1|LCHIAB_04688	WhiB	WhiB
GCF_001953985.1|BKGPBK_00463	WhiB	WhiB
GCF_001953985.1|BKGPBK_02247	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_001953985.1|BKGPBK_03211	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001953985.1|BKGPBK_03774	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_001953985.1|BKGPBK_04748	Rieske	Rieske
GCF_002013895.1|AHNBNF_01904	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002013895.1|AHNBNF_01905	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002013895.1|AHNBNF_02749	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002013895.1|AHNBNF_03294	Rieske	Rieske
GCF_002013895.1|AHNBNF_04484	WhiB	WhiB
GCF_002086115.1|NBNMCA_00066	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086115.1|NBNMCA_01055	DNA_glycosylase	DNA_glycosylase
GCF_002086115.1|NBNMCA_01881	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086115.1|NBNMCA_02038	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086115.1|NBNMCA_03087	WhiB	WhiB
GCF_002086115.1|NBNMCA_03088	WhiB	WhiB
GCF_002086115.1|NBNMCA_05055	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086125.1|GNIIIK_00390	Rieske	Rieske
GCF_002086125.1|GNIIIK_00393	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086125.1|GNIIIK_01736	Molybdoenzyme	Molybdoenzyme
GCF_002086125.1|GNIIIK_02253	Rieske	Rieske
GCF_002086125.1|GNIIIK_02254	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086125.1|GNIIIK_03908	Rieske_steroid_oxygenase	Rieske
GCF_002086125.1|GNIIIK_03983	Rieske	Rieske
GCF_002086125.1|GNIIIK_04698	DNA_glycosylase	DNA_glycosylase
GCF_002086125.1|GNIIIK_05214	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086275.1|HODGID_01092	DNA_glycosylase	DNA_glycosylase
GCF_002086275.1|HODGID_01413	WhiB	WhiB
GCF_002086275.1|HODGID_02360	WhiB	WhiB
GCF_002086275.1|HODGID_02582	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086275.1|HODGID_03344	Rieske	Rieske
GCF_002086275.1|HODGID_03532	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086275.1|HODGID_05092	WhiB	WhiB
GCF_002086275.1|HODGID_05129	WhiB	WhiB
GCF_002086285.1|DMMPCO_00093	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086285.1|DMMPCO_02088	DNA_glycosylase	DNA_glycosylase
GCF_002086285.1|DMMPCO_02279	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086285.1|DMMPCO_02587	WhiB	WhiB
GCF_002086455.1|NEDHNN_01736	Rieske	Rieske
GCF_002086455.1|NEDHNN_01977	DNA_glycosylase	DNA_glycosylase
GCF_002086455.1|NEDHNN_03130	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086455.1|NEDHNN_03401	Radical_SAM_MoaA	Radical_SAM
GCF_002086455.1|NEDHNN_04020	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086485.1|HOFMJL_00836	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086485.1|HOFMJL_01927	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086485.1|HOFMJL_02265	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086485.1|HOFMJL_02929	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086485.1|HOFMJL_03051	Radical_SAM	Radical_SAM
GCF_002086485.1|HOFMJL_04905	Radical_SAM	Radical_SAM
GCF_002086485.1|HOFMJL_05059	WhiB	WhiB
GCF_002086485.1|HOFMJL_05318	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086485.1|HOFMJL_05320	Rieske	Rieske
GCF_002086485.1|HOFMJL_05424	WhiB	WhiB
GCF_002086485.1|HOFMJL_05597	WhiB	WhiB
GCF_002086485.1|HOFMJL_05675	WhiB	WhiB
GCF_002086485.1|HOFMJL_06296	WhiB	WhiB
GCF_002086485.1|HOFMJL_06961	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086485.1|HOFMJL_07118	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086485.1|HOFMJL_07334	Rieske	Rieske
GCF_002086485.1|HOFMJL_07355	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086515.1|PIKMPA_01228	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086515.1|PIKMPA_02331	Radical_SAM	Radical_SAM
GCF_002086515.1|PIKMPA_03151	DNA_glycosylase	DNA_glycosylase
GCF_002086515.1|PIKMPA_03251	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086515.1|PIKMPA_03909	Rieske	Rieske
GCF_002086515.1|PIKMPA_03988	Radical_SAM	Radical_SAM
GCF_002086635.1|NHNNAJ_00834	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086635.1|NHNNAJ_02035	WhiB	WhiB
GCF_002086635.1|NHNNAJ_02073	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086675.1|JHIDDO_04388	Molybdoenzyme	Molybdoenzyme
GCF_002086675.1|JHIDDO_04930	Rieske	Rieske
GCF_002086675.1|JHIDDO_04931	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086675.1|JHIDDO_05358	Rieske	Rieske
GCF_002086695.1|AFPEGD_00023	Radical_SAM	Radical_SAM
GCF_002086695.1|AFPEGD_00575	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086695.1|AFPEGD_02709	DNA_glycosylase	DNA_glycosylase
GCF_002086695.1|AFPEGD_02903	DNA_glycosylase	DNA_glycosylase
GCF_002086695.1|AFPEGD_04429	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086735.1|EPEGMH_00872	Rieske	Rieske
GCF_002086735.1|EPEGMH_02699	WhiB	WhiB
GCF_002086735.1|EPEGMH_02835	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086735.1|EPEGMH_02964	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086735.1|EPEGMH_03194	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086735.1|EPEGMH_03417	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086735.1|EPEGMH_04104	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086735.1|EPEGMH_05474	WhiB	WhiB
GCF_002086795.1|OHAPAB_01666	Rieske	Rieske
GCF_002086795.1|OHAPAB_02716	Radical_SAM	Radical_SAM
GCF_002086795.1|OHAPAB_03748	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086795.1|OHAPAB_04620	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086815.1|GEOMOA_00213	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086815.1|GEOMOA_01944	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086815.1|GEOMOA_02306	WhiB	WhiB
GCF_002086815.1|GEOMOA_02789	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086815.1|GEOMOA_02805	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086815.1|GEOMOA_03077	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002086815.1|GEOMOA_03664	Rieske	Rieske
GCF_002086815.1|GEOMOA_04289	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002086815.1|GEOMOA_05304	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101555.1|OLCBFO_00083	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101555.1|OLCBFO_00568	WhiB	WhiB
GCF_002101555.1|OLCBFO_02332	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101555.1|OLCBFO_02380	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101555.1|OLCBFO_02647	WhiB	WhiB
GCF_002101555.1|OLCBFO_04314	DNA_glycosylase	DNA_glycosylase
GCF_002101555.1|OLCBFO_06560	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101585.1|FIKODN_00909	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101585.1|FIKODN_01977	DNA_glycosylase	DNA_glycosylase
GCF_002101585.1|FIKODN_03628	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101595.1|OEIAGI_01354	DNA_glycosylase	DNA_glycosylase
GCF_002101675.1|KMCKDB_00223	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101675.1|KMCKDB_01000	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101675.1|KMCKDB_01345	Rieske	Rieske
GCF_002101675.1|KMCKDB_01349	WhiB	WhiB
GCF_002101675.1|KMCKDB_01946	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101675.1|KMCKDB_02273	WhiB	WhiB
GCF_002101675.1|KMCKDB_02864	DNA_glycosylase	DNA_glycosylase
GCF_002101675.1|KMCKDB_03328	WhiB	WhiB
GCF_002101675.1|KMCKDB_04202	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101675.1|KMCKDB_04712	WhiB	WhiB
GCF_002101675.1|KMCKDB_04928	Rieske	Rieske
GCF_002101675.1|KMCKDB_06144	WhiB	WhiB
GCF_002101705.1|DIAPBC_00082	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101705.1|DIAPBC_00178	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101705.1|DIAPBC_01268	Rieske	Rieske
GCF_002101705.1|DIAPBC_03130	Radical_SAM	Radical_SAM
GCF_002101735.1|LGLBEM_00440	WhiB	WhiB
GCF_002101735.1|LGLBEM_00447	WhiB	WhiB
GCF_002101735.1|LGLBEM_01513	Rieske	Rieske
GCF_002101735.1|LGLBEM_01615	WhiB	WhiB
GCF_002101735.1|LGLBEM_01624	WhiB	WhiB
GCF_002101735.1|LGLBEM_02969	WhiB	WhiB
GCF_002101735.1|LGLBEM_04247	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101735.1|LGLBEM_04949	Rieske	Rieske
GCF_002101735.1|LGLBEM_05576	WhiB	WhiB
GCF_002101775.1|GCHHOD_01632	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101775.1|GCHHOD_01635	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101815.1|NAMLLC_04988	WhiB	WhiB
GCF_002101885.1|KIJJLP_00690	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101965.1|DEDNOB_00696	WhiB	WhiB
GCF_002101965.1|DEDNOB_00747	WhiB	WhiB
GCF_002101965.1|DEDNOB_01163	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101965.1|DEDNOB_01242	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101965.1|DEDNOB_02245	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002101965.1|DEDNOB_04453	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002101965.1|DEDNOB_04986	Rieske	Rieske
GCF_002101965.1|DEDNOB_06378	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102155.1|PAPGDA_02910	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
